Date,Open,High,Low,Close,Adj Close,Volume
2009-11-19,1001.219971,1001.890015,993.070007,998.140015,998.140015,0
2009-11-22,null,null,null,null,null,null
2009-11-23,1003.320007,1008.989990,1003.119995,1007.349976,1007.349976,0
2009-11-24,1004.479980,1010.619995,1003.739990,1010.619995,1010.619995,0
2009-11-25,1013.659973,1021.159973,1012.190002,1015.409973,1015.409973,0
2009-11-26,1016.890015,1016.890015,1001.679993,1002.489990,1002.489990,0
2009-11-29,null,null,null,null,null,null
2009-11-30,1006.659973,1008.429993,996.419983,1003.549988,1003.549988,0
2009-12-01,1007.109985,1019.799988,1006.979980,1019.799988,1019.799988,0
2009-12-02,1022.770020,1025.199951,1020.039978,1024.160034,1024.160034,0
2009-12-03,1035.329956,1036.770020,1030.930054,1036.770020,1036.770020,0
2009-12-06,null,null,null,null,null,null
2009-12-07,1040.670044,1043.109985,1036.510010,1039.479980,1039.479980,0
2009-12-08,1037.619995,1043.160034,1023.820007,1028.699951,1028.699951,0
2009-12-09,1030.719971,1032.119995,1021.530029,1025.930054,1025.930054,0
2009-12-10,1027.459961,1039.000000,1026.239990,1039.000000,1039.000000,0
2009-12-13,null,null,null,null,null,null
2009-12-14,1042.849976,1045.150024,1039.630005,1044.209961,1044.209961,0
2009-12-15,1045.459961,1046.199951,1031.900024,1032.300049,1032.300049,0
2009-12-16,1034.520020,1042.609985,1033.180054,1040.030029,1040.030029,0
2009-12-17,1031.890015,1033.719971,1026.040039,1027.089966,1027.089966,0
2009-12-20,null,null,null,null,null,null
2009-12-21,1037.589966,1039.819946,1034.630005,1037.800049,1037.800049,0
2009-12-22,1045.880005,1050.010010,1045.510010,1049.739990,1049.739990,0
2009-12-23,1055.760010,1058.449951,1052.310059,1053.739990,1053.739990,0
2009-12-24,1068.930054,1069.160034,1060.630005,1069.160034,1069.160034,0
2009-12-27,null,null,null,null,null,null
2009-12-28,1066.400024,1068.290039,1063.579956,1066.180054,1066.180054,0
2009-12-29,1065.030029,1065.030029,1058.920044,1060.050049,1060.050049,0
2009-12-30,1054.780029,1063.339966,1054.489990,1060.420044,1060.420044,0
2009-12-31,1066.140015,1068.699951,1064.979980,1064.979980,1064.979980,0
2010-01-03,null,null,null,null,null,null
2010-01-04,1085.270020,1091.380005,1085.239990,1089.339966,1089.339966,0
2010-01-05,1094.020020,1099.630005,1093.130005,1098.199951,1098.199951,0
2010-01-06,1097.369995,1098.670044,1090.359985,1098.310059,1098.310059,0
2010-01-07,1096.849976,1097.369995,1091.010010,1094.040039,1094.040039,0
2010-01-10,null,null,null,null,null,null
2010-01-11,1111.890015,1111.890015,1100.219971,1100.219971,1100.219971,0
2010-01-12,1098.890015,1099.449951,1072.770020,1074.739990,1074.739990,0
2010-01-13,1072.339966,1083.349976,1072.060059,1082.569946,1082.569946,0
2010-01-14,1092.459961,1093.500000,1077.650024,1080.089966,1080.089966,0
2010-01-17,null,null,null,null,null,null
2010-01-18,1088.150024,1093.540039,1080.709961,1092.469971,1092.469971,0
2010-01-19,1093.130005,1093.140015,1084.709961,1090.989990,1090.989990,0
2010-01-20,1087.569946,1097.060059,1087.569946,1088.540039,1088.540039,0
2010-01-21,1088.109985,1093.099976,1082.979980,1091.380005,1091.380005,0
2010-01-24,null,null,null,null,null,null
2010-01-25,1071.109985,1078.300049,1070.569946,1074.339966,1074.339966,0
2010-01-26,1062.760010,1068.189941,1060.290039,1066.569946,1066.569946,0
2010-01-27,1065.380005,1070.119995,1059.180054,1063.000000,1063.000000,0
2010-01-28,1074.869995,1075.709961,1067.849976,1073.260010,1073.260010,0
2010-01-31,null,null,null,null,null,null
2010-02-01,1059.579956,1061.869995,1052.140015,1059.569946,1059.569946,0
2010-02-02,1066.359985,1070.420044,1063.270020,1068.930054,1068.930054,0
2010-02-03,1077.560059,1078.300049,1074.640015,1076.810059,1076.810059,0
2010-02-04,1074.869995,1075.739990,1070.329956,1071.400024,1071.400024,0
2010-02-07,null,null,null,null,null,null
2010-02-08,1061.349976,1065.650024,1050.900024,1052.890015,1052.890015,0
2010-02-09,1055.569946,1059.380005,1050.010010,1058.900024,1058.900024,0
2010-02-10,1061.119995,1066.189941,1059.229980,1065.869995,1065.869995,0
2010-02-11,1066.020020,1070.699951,1065.770020,1067.969971,1067.969971,0
2010-02-14,null,null,null,null,null,null
2010-02-15,1081.219971,1091.959961,1081.219971,1090.530029,1090.530029,0
2010-02-16,1094.010010,1098.930054,1093.949951,1097.790039,1097.790039,0
2010-02-17,1103.780029,1104.969971,1099.079956,1100.599976,1100.599976,0
2010-02-18,1096.910034,1100.770020,1094.609985,1097.699951,1097.699951,0
2010-02-21,null,null,null,null,null,null
2010-02-22,1107.369995,1109.989990,1106.329956,1109.989990,1109.989990,0
2010-02-23,1110.790039,1111.280029,1102.319946,1102.780029,1102.780029,0
2010-02-24,1100.859985,1107.000000,1096.869995,1104.790039,1104.790039,0
2010-02-25,1109.819946,1109.819946,1092.310059,1092.310059,1092.310059,0
2010-03-01,1104.869995,1116.099976,1104.810059,1116.099976,1116.099976,0
2010-03-02,1123.410034,1125.349976,1121.189941,1124.310059,1124.310059,0
2010-03-03,1126.510010,1129.089966,1121.239990,1125.010010,1125.010010,0
2010-03-04,1122.839966,1138.300049,1121.060059,1138.300049,1138.300049,0
2010-03-07,null,null,null,null,null,null
2010-03-08,1149.349976,1149.849976,1138.479980,1139.420044,1139.420044,0
2010-03-09,1140.180054,1141.520020,1132.280029,1132.319946,1132.319946,0
2010-03-10,1137.170044,1143.760010,1131.869995,1143.479980,1143.479980,0
2010-03-11,1139.660034,1148.459961,1139.390015,1145.250000,1145.250000,0
2010-03-14,null,null,null,null,null,null
2010-03-15,1146.329956,1147.119995,1141.920044,1144.540039,1144.540039,0
2010-03-16,1145.540039,1147.219971,1142.640015,1145.099976,1145.099976,0
2010-03-17,1152.520020,1157.260010,1151.910034,1156.780029,1156.780029,0
2010-03-18,1154.219971,1155.900024,1150.880005,1151.500000,1151.500000,0
2010-03-21,null,null,null,null,null,null
2010-03-22,1143.410034,1145.689941,1132.069946,1137.030029,1137.030029,0
2010-03-23,1147.229980,1150.550049,1144.020020,1150.550049,1150.550049,0
2010-03-24,1156.660034,1160.510010,1151.949951,1160.219971,1160.219971,0
2010-03-25,1159.979980,1163.930054,1154.819946,1160.859985,1160.859985,0
2010-03-28,null,null,null,null,null,null
2010-03-31,1162.680054,1162.680054,1155.420044,1155.420044,1155.420044,0
2010-04-01,1159.000000,1160.599976,1157.869995,1158.699951,1158.699951,0
2010-04-06,1164.859985,1166.219971,1159.500000,1160.949951,1160.949951,0
2010-04-07,1159.140015,1159.459961,1147.920044,1151.359985,1151.359985,0
2010-04-08,1145.949951,1146.319946,1134.099976,1134.099976,1134.099976,0
2010-04-11,null,null,null,null,null,null
2010-04-12,1152.579956,1153.540039,1146.599976,1146.790039,1146.790039,0
2010-04-13,1142.319946,1148.469971,1141.699951,1147.949951,1147.949951,0
2010-04-14,1152.630005,1158.380005,1151.640015,1157.780029,1157.780029,0
2010-04-15,1158.859985,1159.140015,1140.500000,1141.800049,1141.800049,0
2010-04-18,null,null,null,null,null,null
2010-04-21,1144.050049,1144.459961,1132.869995,1135.589966,1135.589966,0
2010-04-22,1132.630005,1138.119995,1125.229980,1129.709961,1129.709961,0
2010-04-25,null,null,null,null,null,null
2010-04-26,1140.400024,1142.439941,1133.229980,1136.270020,1136.270020,0
2010-04-27,1135.510010,1136.609985,1128.500000,1132.060059,1132.060059,0
2010-04-28,1120.760010,1121.969971,1111.609985,1118.579956,1118.579956,0
2010-04-29,1105.609985,1107.719971,1093.689941,1097.680054,1097.680054,0
2010-05-02,null,null,null,null,null,null
2010-05-03,1099.250000,1107.079956,1093.459961,1106.239990,1106.239990,0
2010-05-04,1109.359985,1110.119995,1084.770020,1085.410034,1085.410034,0
2010-05-05,1073.790039,1083.819946,1061.800049,1062.290039,1062.290039,0
2010-05-06,1063.189941,1074.280029,1057.930054,1068.280029,1068.280029,0
2010-05-09,null,null,null,null,null,null
2010-05-10,1079.119995,1094.780029,1079.119995,1093.859985,1093.859985,0
2010-05-11,1079.979980,1087.380005,1074.060059,1074.180054,1074.180054,0
2010-05-12,1076.729980,1091.739990,1076.010010,1089.819946,1089.819946,0
2010-05-13,1098.839966,1099.739990,1078.890015,1080.319946,1080.319946,0
2010-05-16,null,null,null,null,null,null
2010-05-17,1042.849976,1059.540039,1042.849976,1053.430054,1053.430054,0
2010-05-20,1043.239990,1049.560059,1018.289978,1022.570007,1022.570007,0
2010-05-23,null,null,null,null,null,null
2010-05-24,1041.869995,1046.770020,1016.799988,1029.609985,1029.609985,0
2010-05-25,1008.369995,1009.510010,998.080017,998.080017,998.080017,0
2010-05-26,1028.920044,1033.310059,1015.789978,1023.830017,1023.830017,0
2010-05-27,1026.750000,1037.569946,1023.210022,1026.660034,1026.660034,0
2010-05-30,null,null,null,null,null,null
2010-05-31,1012.390015,1013.919983,1004.400024,1009.400024,1009.400024,0
2010-06-01,1011.650024,1013.960022,988.520020,1000.460022,1000.460022,0
2010-06-02,993.929993,1006.580017,992.179993,1001.849976,1001.849976,0
2010-06-03,1025.290039,1026.640015,1020.409973,1025.800049,1025.800049,0
2010-06-06,null,null,null,null,null,null
2010-06-07,1000.549988,1012.359985,997.400024,1007.979980,1007.979980,0
2010-06-08,1010.179993,1011.679993,997.880005,1002.969971,1002.969971,0
2010-06-09,1006.640015,1012.309998,993.510010,1012.309998,1012.309998,0
